ID,Name,Price,Link,ModelNumber,Images,name
478,"Fido Pixel XL, Phone by Google 128GB - Very Silver - 2 Year Agreement",$679.99,http://www.bestbuy.ca/en-ca/product/google-fido-pixel-xl-phone-by-google-128gb-very-silver-2-year-agreement-400100834725/10499298.aspx?,400100834725,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10499/10499298.jpg,bestbuy
479,Rogers Apple iPhone 7 Plus 128GB - Premium Plan - 2 Year Agreement,$529.99,http://www.bestbuy.ca/en-ca/product/rogers-apple-iphone-7-plus-128gb-premium-plan-2-year-agreement/10486286.aspx?,MN4M2VC/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10486/10486286.jpg,bestbuy
480,Rogers Apple iPhone 8 Plus 64GB - Gold - Premium Plus Plan - 2 Year Agreement,$359.99,http://www.bestbuy.ca/en-ca/product/rogers-apple-iphone-8-plus-64gb-gold-premium-plus-plan-2-year-agreement/11556748.aspx?,400100923481,https://multimedia.bbycastatic.ca/multimedia/products/500x500/115/11556/11556748.jpg,bestbuy
481,Sasktel Apple iPhone 7 128GB - Premium Plan - 2 Year Agreement - Available in Saskatchewan Only,$529.99,http://www.bestbuy.ca/en-ca/product/apple-sasktel-apple-iphone-7-128gb-smartphone-black-2-year-agreement-mn922vc-a/10486461.aspx?,MN922VC/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10486/10486461.jpg,bestbuy
482,Virgin Apple iPhone 8 Plus 256GB - Gold - Platinum Plan - 2 Year Agreement,$759.99,http://www.bestbuy.ca/en-ca/product/virgin-apple-iphone-8-plus-256gb-gold-platinum-plan-2-year-agreement/11556815.aspx?,400100923511,https://multimedia.bbycastatic.ca/multimedia/products/500x500/115/11556/11556815.jpg,bestbuy
483,Rogers Apple iPhone SE 64GB - Premium Plan - 2 Year Agreement,$0.00,http://www.bestbuy.ca/en-ca/product/apple-rogers-apple-iphone-se-64gb-smartphone-space-grey-2-year-agreement-mlm62vc-a/10418464.aspx?,MLM62VC/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10418/10418464.jpg,bestbuy
484,Fido Samsung Galaxy S8 Smartphone - Black - 2 Year Agreement,$489.99,http://www.bestbuy.ca/en-ca/product/fido-samsung-galaxy-s8-smartphone-black-2-year-agreement/10650667.aspx?,400100877388,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10650/10650667.jpg,bestbuy
485,Telus Apple iPhone 6s Plus 128GB - Premium Plan - 2 Year Agreement,$379.99,http://www.bestbuy.ca/en-ca/product/apple-telus-apple-iphone-6s-plus-128gb-smartphone-space-grey-2-year-agreement/10392767.aspx?,..,https://multimedia.bbycastatic.ca/multimedia/products/500x500/103/10392/10392767.jpg,bestbuy
486,Koodo Apple iPhone 8 Plus 64GB - Gold - With a Tab Large Activation,$559.99,http://www.bestbuy.ca/en-ca/product/koodo-apple-iphone-8-plus-64gb-gold-with-a-tab-large-activation/11556828.aspx?,400100923238,https://multimedia.bbycastatic.ca/multimedia/products/500x500/115/11556/11556828.jpg,bestbuy
487,TELUS LG G6 32GB Smartphone - Silver - 2 Year Agreement,$0.00,http://www.bestbuy.ca/en-ca/product/telus-lg-g6-32gb-smartphone-silver-2-year-agreement/10638868.aspx?,LG-H873,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10638/10638868.jpg,bestbuy
488,Sasktel Apple iPhone 7 256GB - Red - Premium Plus Plan - 2 Year Agreement - Available in Saskatchewan Only,$329.99,http://www.bestbuy.ca/en-ca/product/apple-sasktel-apple-iphone-7-256gb-smartphone-gold-2-year-agreement-mn992vc-a/10486468.aspx?,MN992VC/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10486/10486468.jpg,bestbuy
489,Koodo Samsung Galaxy Note8 64GB - Deep Sea Blue - with a Tab Large,$749.99,http://www.bestbuy.ca/en-ca/product/koodo-samsung-galaxy-note8-64gb-deep-sea-blue-with-a-tab-large/11467297.aspx?,400100920664,https://multimedia.bbycastatic.ca/multimedia/products/500x500/114/11467/11467297.jpg,bestbuy
490,Sasktel Apple iPhone 7 128GB - Red - Premium Plan - 2 Year Agreement - Available in Saskatchewan Only,$529.99,http://www.bestbuy.ca/en-ca/product/sasktel-apple-iphone-7-128gb-red-premium-plan-2-year-agreement-available-in-saskatchewan-only/10642456.aspx?,MPRM2VC/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10642/10642456.jpg,bestbuy
