ID,Name,Price,Link,ModelNumber,Images,name
40,"Apple MacBook Pro 15.4"" Quad-Core Intel Core i7 2.2GHz Laptop With Retina Display - French","$2,449.99",http://www.bestbuy.ca/en-ca/product/apple-apple-macbook-pro-15-4-quad-core-intel-core-i7-2-2ghz-laptop-with-retina-display-french-mjlq2c-a/10360536.aspx?,MJLQ2C/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/103/10360/10360536.jpg,bestbuy
41,"Apple MacBook Pro 13.3"" Laptop (Intel Core i5 2.3GHz / 128GB SSD / 8GB RAM) - Space Grey - English","$1,729.99",http://www.bestbuy.ca/en-ca/product/apple-macbook-pro-13-3-laptop-intel-core-i5-2-3ghz-128gb-ssd-8gb-ram-space-grey-english/10749368.aspx?,MPXQ2LL/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10749/10749368.jpg,bestbuy
42,"Lenovo Chromebook N42 - 14"", 4GB, 16GB, Chrome OS",$279.96,http://www.bestbuy.ca/en-ca/product/lenovo-lenovo-chromebook-n42-14-4gb-16gb-chrome-os-80us0000us/10510701.aspx?,80US0000US,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10510/10510701.png,bestbuy
43,"HP 14"" Chromebook - Silver (Intel Celeron N2840 / 16GB HDD / 2GB RAM / Chrome OS) - English",$349.99,http://www.bestbuy.ca/en-ca/product/google-hp-14-chromebook-silver-intel-celeron-n2840-16gb-hdd-2gb-ram-chrome-os-english-14-ak010nr/10395804.aspx?,14-AK010NR,https://multimedia.bbycastatic.ca/multimedia/products/500x500/103/10395/10395804.jpg,bestbuy
44,"ASUS B9440 14"" Laptop - Grey Magnesium (Intel Core i5-7200U/512GB SSD/8GB RAM/Windows 10) - English","$1,299.99",http://www.bestbuy.ca/en-ca/product/asus-b9440-14-laptop-grey-magnesium-intel-core-i5-7200u-512gb-ssd-8gb-ram-windows-10-english/10757568.aspx?,B9440UA-XS51,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10757/10757568.jpg,bestbuy
45,"Lenovo ThinkPad T440s Laptop, 14"" Touch Screen, Intel Core i5, 8GB RAM, 240GB SSD, Windows 10 Pro - Refurbished",$575.00,http://www.bestbuy.ca/en-ca/product/lenovo-thinkpad-t440s-laptop-14-touch-screen-intel-core-i5-8gb-ram-240gb-ssd-windows-10-pro-refurbished/10651518.aspx?,ThinkPad T440s,https://multimedia.bbycastatic.ca/multimedia/products/500x500/106/10651/10651518.jpg,bestbuy
46,"HP 11 G5 N3050 11.6"" 4GB SDRAM 32GB Storage Chrome OS",$269.99,http://www.bestbuy.ca/en-ca/product/hp-hp-chromebook-11-g5-11-6-chromebook-intel-celeron-n3050-dual-core-2-core-1-60-ghz-x9u03utaba/10490857.aspx?,X9U03UTABA,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10490/10490857.jpeg,bestbuy
47,"Apple MacBook Pro 13.3"" Laptop (Intel Core i5 2.3GHz / 256GB SSD / 8GB RAM) - Silver - English","$1,979.99",http://www.bestbuy.ca/en-ca/product/apple-macbook-pro-13-3-laptop-intel-core-i5-2-3ghz-256gb-ssd-8gb-ram-silver-english/10749378.aspx?,MPXU2LL/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10749/10749378.jpg,bestbuy
48,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.8GHz/256GB SSD/16GB RAM)-Space Grey-Fre","$3,099.99",http://www.bestbuy.ca/en-ca/product/apple-macbook-pro-15-4-laptop-w-touch-bar-intel-core-i7-2-8ghz-256gb-ssd-16gb-ram-space-grey-fre/10749345.aspx?,MPTR2C/A,https://multimedia.bbycastatic.ca/multimedia/products/500x500/107/10749/10749345.jpg,bestbuy
49,"Lenovo IdeaPad 110 80TJ 15.6"" Laptop - Black (AMD A6-7310/500GB HDD/4GB RAM/Windows 10) - English",$369.99,http://www.bestbuy.ca/en-ca/product/lenovo-ideapad-110-80tj-15-6-laptop-black-amd-a6-7310-500gb-hdd-4gb-ram-windows-10-english/11429849.aspx?,80TJ00LRUS,https://multimedia.bbycastatic.ca/multimedia/products/500x500/114/11429/11429849.jpg,bestbuy
50,"ASUS VivoBook X541 15.6"" Laptop - Black (Intel Core i5-7200U/ 1TB HDD/ 8GB RAM/ Win 10) - Bilingual",$749.99,http://www.bestbuy.ca/en-ca/product/asus-asus-vivobook-x541-15-6-laptop-black-intel-core-i5-7200u-1tb-hdd-8gb-ram-win-10-bilingual-x541ua-bs51-cb/10573740.aspx?,X541UA-BS51-CB,https://multimedia.bbycastatic.ca/multimedia/products/500x500/105/10573/10573740.jpg,bestbuy
51,"ASUS C301 13.3"" Chromebook -Metallic Grey (Intel Quad-Core Celeron N3160/16GB SSD/4GB RAM/Chrome OS)",$359.99,http://www.bestbuy.ca/en-ca/product/asus-asus-c301-13-3-chromebook-metallic-grey-intel-quad-core-celeron-n3160-16gb-ssd-4gb-ram-chrome-os-c301sa-bh91-cb/10490596.aspx?,C301SA-BH91-CB,https://multimedia.bbycastatic.ca/multimedia/products/500x500/104/10490/10490596.jpg,bestbuy
