ID,Name,Price,Link,ModelNumber
36,Asus Core m3 7th Gen - (4 GB/256 GB SSD/Windows 10 Home) UX330CA-FC018T Notebook,"₹49,990",https://www.flipkart.com/asus-core-m3-7th-gen-4-gb-256-gb-ssd-windows-10-home-ux330ca-fc018t-notebook/p/itmergrntg6jzxkb?pid=COMERGRNZDHZKYUE&srno=b_6_4&otracker=CLP_lhs&lid=LSTCOMERGRNZDHZKYUEXQSR9T&iid=1063e404-ed42-4e46-b07d-3ad7b7696991.COMERGRNZDHZKYUE.SEARCH,UX330CA-FC018T
37,Asus ROG Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) GL553VE-FY047T Notebook,"₹99,990",https://www.flipkart.com/asus-rog-core-i7-7th-gen-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-gl553ve-fy047t-notebook/p/itmes3wcf3se9ysn?pid=COMES3WCHNHC3X3N&srno=b_7_3&otracker=CLP_lhs&lid=LSTCOMES3WCHNHC3X3N7BU0ZS&iid=4c0f75c6-4eb5-4d7e-af50-83685530e6f9.COMES3WCHNHC3X3N.SEARCH,GL553VE-FY047T
38,Dell Inspiron Core i3 5th Gen - (4 GB/1 TB HDD/Ubuntu/2 GB Graphics) 3558 Notebook,"₹32,990",https://www.flipkart.com/dell-inspiron-core-i3-5th-gen-4-gb-1-tb-hdd-ubuntu-2-gb-graphics-3558-notebook/p/itmekjvsshkpzsdz?pid=COMEKJVS9YHPGWZG&srno=b_4_6&otracker=CLP_lhs&lid=LSTCOMEKJVS9YHPGWZGHBZYPU&iid=121f10fa-e5b1-4d52-a618-cb323b0a3a05.COMEKJVS9YHPGWZG.SEARCH,3558
39,MSI GP Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) GP62 7RDX Notebook,"₹112,990",https://www.flipkart.com/msi-gp-core-i7-7th-gen-16-gb-1-tb-hdd-128-gb-ssd-windows-10-home-4-graphics-gp62-7rdx-notebook/p/itmet95tcfzugvkf?pid=COMET95TNJX5TCFK&srno=b_5_5&otracker=CLP_lhs&lid=LSTCOMET95TNJX5TCFKGVQ6EG&iid=b8ae03ee-f94b-4ac7-97f9-3c0732754fc8.COMET95TNJX5TCFK.SEARCH,GP62 7RDX
40,Lava Helium 14 Atom Quad Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) C141 Notebook,"₹14,999",https://www.flipkart.com/lava-helium-14-atom-quad-core-2-gb-32-gb-emmc-storage-windows-10-home-c141-notebook/p/itmev7yyzjrhxdy8?pid=COMEV7YYZEQGDFH7&srno=b_3_7&otracker=CLP_lhs&lid=LSTCOMEV7YYZEQGDFH7PJLJMX&iid=07fc08e4-50b4-4df7-b0dc-f4b5ea5610e3.COMEV7YYZEQGDFH7.SEARCH,C141
41,Lenovo Legion Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) Y520 Notebook,"₹89,450",https://www.flipkart.com/lenovo-legion-core-i7-7th-gen-8-gb-1-tb-hdd-128-gb-ssd-windows-10-home-4-graphics-y520-notebook/p/itmeuyy59pshahwr?pid=COMEUYY5ZHZCJUKB&srno=b_1_8&otracker=CLP_lhs&lid=LSTCOMEUYY5ZHZCJUKBTEC1F3&iid=3fef3445-c9e2-486e-bc16-11da80a6a2e0.COMEUYY5ZHZCJUKB.SEARCH,Y520
42,HP AU Core i7 7th Gen - (16 GB/2 TB HDD/Windows 10 Home/4 GB Graphics) au117tx Notebook,"₹82,990",https://www.flipkart.com/hp-au-core-i7-7th-gen-16-gb-2-tb-hdd-windows-10-home-4-gb-graphics-au117tx-notebook/p/itmepfvjqttqsgs4?pid=COMEPFVJTQSDT4TP&srno=b_8_3&otracker=CLP_lhs&lid=LSTCOMEPFVJTQSDT4TPKH39QF&iid=432dc53b-ea80-4448-829f-c04680db89c4.COMEPFVJTQSDT4TP.SEARCH,au117tx
43,HP Pavilion Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 11-U107TU x360 2 in 1 Laptop,"₹42,990",https://www.flipkart.com/hp-pavilion-core-i3-7th-gen-4-gb-1-tb-hdd-windows-10-home-11-u107tu-x360-2-1-laptop/p/itmeprzhnnnmf4aq?pid=COMEPRZH9U7KHX7A&srno=b_7_4&otracker=CLP_lhs&lid=LSTCOMEPRZH9U7KHX7AHUUNK0&iid=89bd9246-421c-4390-8e34-2ac6ff5082f9.COMEPRZH9U7KHX7A.SEARCH,11-U107TU x360
44,Lenovo Ideapad 110 APU Quad Core A6 6th Gen - (4 GB/500 GB HDD/Windows 10 Home) IP110 15ACL Notebook,"₹21,390",https://www.flipkart.com/lenovo-ideapad-110-apu-quad-core-a6-6th-gen-4-gb-500-gb-hdd-windows-10-home-ip110-15acl-notebook/p/itmehdygszkm88cg?pid=COMEHDYGJFRJM3SU&srno=b_2_8&otracker=CLP_lhs&lid=LSTCOMEHDYGJFRJM3SUSCH85M&iid=68e355c7-5ddb-4f7f-ad2c-dc567bb1bbac.COMEHDYGJFRJM3SU.SEARCH,IP110 15ACL
45,Lenovo Yoga Book Atom Quad Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) yb1-x91l 2 in 1 Laptop,"₹50,000",https://www.flipkart.com/lenovo-yoga-book-atom-quad-core-4-gb-64-gb-emmc-storage-windows-10-home-yb1-x91l-2-1-laptop/p/itmep5ggyeh6gswg?pid=COMEP5GGTJCZM5NA&srno=b_6_5&otracker=CLP_lhs&lid=LSTCOMEP5GGTJCZM5NAK0GEBL&iid=e603f9ff-107b-4181-8c71-a119cb892d28.COMEP5GGTJCZM5NA.SEARCH,yb1-x91l
