ID,Name,ModelNumber,Price,Link,Images
1383,"ASUS Laptop X751NA-QP2-CB Intel Pentium N4200 (1.1 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 17.3"" Windows 10 Home 64-Bit",X751NA-QP2-CB,718.25,https://www.newegg.ca/Product/Product.aspx?Item=9SIA7RD5WC9659,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/34-234-601-S10.jpg?ex=2
1384,"HP EliteBook 840 G3 14"" Notebook - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz",V1H23UA#ABA,"2,379.99",https://www.newegg.ca/Product/Product.aspx?Item=1TS-000D-018E9CVF,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A4FT_1_201606061158021890.jpg?ex=2
1385,"Acer CB5-312T-K6TF 13.3"" 16:9 Chromebook - 1920 x 1080 Touchscreen - In-plane Switching (IPS) Technology - MediaTek M8173C Quad-core (4 Core) 2.10 GHz - 4 GB LPDDR3 - 32 GB Flash Memory Capacity - ...",NX.GL4AA.010,616.83,https://www.newegg.ca/Product/Product.aspx?Item=9SIA66K5TF6941,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/V04G_1_201611131162493673.jpg?ex=2
1386,"Toshiba Portege Z30-C1320 13.3"" Ultrabook - Intel Core i7 (6th Gen) i7-6600U Dual-core (2 Core) 2.60 GHz",none,"2,225.38",https://www.newegg.ca/Product/Product.aspx?Item=9SIA66K5TF5506,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A25V_1_20160307651952958.jpg?ex=2
1387,"DELL Laptop Inspiron 15 i5559-3347SLV Intel Core i5 6200U (2.30 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 520 15.6"" 1366 x 768  Windows 10 Home 64-Bit",i5559-3347SLV,739.99,https://www.newegg.ca/Product/Product.aspx?Item=N82E16834297342,https://images10.newegg.com/ProductImageCompressAll300/34-297-342-S03.jpg?ex=2
1388,"DELL 15"" I5 7300U 8GB 500GB",none,"1,345.08",https://www.newegg.ca/Product/Product.aspx?Item=9SIA5SC62J2883,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A3FA_1_201703141930166753.jpg?ex=2
1413,"ASUS Laptop X750JB-DB71 Intel Core i7 4th Gen 4700HQ (2.40 GHz) 8 GB Memory 2 TB HDD NVIDIA GeForce GT 740M 17.3"" Windows 8 64-Bit",X750JB-DB71,"1,178.93",https://www.newegg.ca/Product/Product.aspx?Item=9SIA8X036X2728,https://images10.newegg.com/ProductImageCompressAll300/34-231-149-03.jpg?ex=2
1414,TS Yoga 460 i7 8GB 256GB,none,2226.48,//beam.hlserve.com/beacon?fid=419&hl_qs=oTwF3wSVeq8ppFxWYzFbZbdoCFnvmwZaQ6G7%2bLYsvAvhbbkQTkX%2f02h1pY%2frMlYnnIbtLwa79m71IzuwOtwYMiZxVZFgnfhNg9g%2ffxs0uVTyuDz2dli84o%2fF8IePZhsuxiRIBJYGP8pUOqqc7CBN6DKlN9tnzayoLyRXH9hkrShI4%2fjUfZfml2ccjbcBzFZdqbh%2bcw0nQ2UX%2bdS2TGKQXbiUngy7SZMFlkaha8n%2fWSwNGekxITduBdn5o6Hu8ZArW7ar%2fw8x62rXrvE3wXU%2b6xgkfXQdTUBaipAFIQcvpuRA1icYGmrL98UJ1Zl9oMfjrx8Zk1rm201kfe1KGkTj9JdrunwLU8BUH4%2fM%2fEoXWillRVunbwrj8o9GhwQe0VgB%2fkqBKdaVuBbSnNDYkFDfhp9G9jjWvtJHPB4K%2fB2nsr5MP8hHJ8DmQ2uW95gzlk%2bIirEGPSJlpAME8Aq2nVEtj%2fKTdkrtiiDB8ygnLhKWR01IXwYfK%2bo26JPHcFxInJx6W7U0%2fyG4gzzHuPvj7B82QkdVZvekO73pAYFxdYjUYvLSs9PS2b8cv1u5iqq8Qy8mmJptS4a6u44X4E%2brIvw8rW27zHq9v5Ob%2bMYU%2bwff8LQAfq3VQzwh0KOnSUR%2fUbQkgvIcMy1848cEOh7ZSfFLoXPBKjVvW721soNscR3T3mMs2%2bqjezc8WJS6xgB8fAl6DdO7dR4X%2fRB1kRf8m3GNvn1%2biBhQc8Y52Hmf0eRzQKYALoz2d9dFCXOVb6ZovxZ3vihf1tgycwvnEUaLX73Fz2nIduE9IKQvngRft8m6awPl7JCIjm0gyMPp%2f%2fpFZwoPwewZ6KeZHhTSUrFyQe18DK9zHmR6bQchad%2bk8ObZfNNUv66TKI7EgAbOpZlN1NXOCgoNFqW15mfL0CLNIvQB%2byKqBhAP6xUsW3AxkR%2bIoXTKgXsAGnBcrkvkVTbzreqPNJpJgjiU%2f7EFpFLlsthd374eY%2bcFS1tgWq2QM0ZjZTCaB2iKf%2bbFLT02f4wK%2fMuGliZvQqDLIBfBilwRiNh9oP22JXA7Hvpj92%2bw3s3K6vNcep2r0IswT6vJSzN8Qf2RU0qHixW8%2fOu62I02%2fr9S1algkhnGRc7ObqxMZXpakzfenLleQ9jZ8f8GNHoBKAnLPWc4OjkjicpFVtqcj8hiQVNXfLwO4kya8yNv79icK9Y%3d&ev=1&action=click&impressionpid=47833537-381a-4ff2-99a3-b67d87508d9f&rn=932046022&hmguid=9c3832ff-5070-4f86-9439-5edfb465f712&dest=https%3a%2f%2fwww.newegg.ca%2fProduct%2fProduct.aspx%3fItem%3d9SIA66K48E3758%26nm_mc%3dHookLogic%26cm_sp%3dHookLogic-CA-_-Notebooks-_-Lenovo-_-9SIA66K48E3758,https://images10.newegg.com/ProductImageCompressAll125/A17P_1_20160520910106273.jpg
1415,"DELL Laptop XPS 13 XPS9360-7680SLV Intel Core i7 7th Gen 7560U (2.4 GHz) 16 GB Memory 1 TB PCIe SSD Intel Iris Plus Graphics 640 13.3\"" Touchscreen Windows 10 Home 64-Bit",none,2830.26,//beam.hlserve.com/beacon?fid=419&hl_qs=QTxB4k7c7s3jzO9YwOXPU1wjTuoqefsEWHt5GndI%2bN8ylJDSG10BUB%2bRDouchp4%2fWXWLQ0fapITz%2fnRfafvLSE3MrxxCrBhIkQwGH48vQLMcpQii7S7qpidMbA%2fh9Up5u5I6yHjrQXfAPHgGZvWID%2fCdmHufFVHpZ%2bUf2%2bGAIvbaEhkqIfpQ8%2fDly3AFCfOf1%2fMqKaIrcRKtOwtSfVYeTgUIY0uf3Zdbw4QDrvNRKDeCIIDYORxOwna9MOM4GiYgQtOk0BCgagd456d1vnBPuT8cb5LnQ%2fmTH2HwWbIn3nmVC7yn5Q2dQ7puDKoprfZ0YxsUT56mTOtrWjbJsDCiJDnAkEQwmK9mqUOsqWCOqG1h73xvUU7GGtlOT%2f%2fqWrZGEdBqXVY4ANf0qLSsgcVNYW99%2fvr9gLdu85A4PIN%2fr8N6KUUf%2btqHMjhslwLyU%2bqUt5k7zIBYVpQ4%2bqSEbAtKFqL5s54SbZgPrtmJkkSdcltxF4FB4WwWhmC1mpeRS%2bCJUL8Mld6FfY3nlgdMWBFQ16JIBoI3UP%2bLFMstOCw4ThytUWJ38I4Y3tLARMjBI%2b8KIU3C1f4ziv2vaoBPB15Gds6PbPi9wk7pyRkLWPmgoYBc1Y6e9JTflii4rM5FXD%2fwlb1bH75%2bwUcsKNsyCqsgJE81NhKFUUwWdZYcoP%2fWDAZD5xJHmd%2bdq3dK%2fjdeMA6Iet5iD5apEW0R2akFhSuO6oDdYtzjZGwPEmX94%2bJiIpPXr9OH6ysbL%2beHA1EPquRTxWBjrxtMgkNuWgFQqrn44NQKNQbuyNTiWFp2Owcz6CEKhfavKqHEcbISuy6xEra4DJoweKMpbekxxjArUwDvKOAHEzu800sR0bZk1%2fbySy%2bqpIOT5SypyAIAY14pEM1yjJTeUak8o0oXERtF3MWnRfWxPFndsjCBi4MfndG5Yl1UAN3YgT5u1CmgpJD3PgpNR25d%2bC8xSsZ%2b%2fSc%2bUWkTyYjLt1NDV9XGLsstAxXSLUOSrUNwCGlMM76wQNMQTsX4z45cKTpULQv7apd21J3ToSkgKUw6WUW9sapC2JmIUP9%2fISffT4TE%2b6f%2bH14AIZ5f51JpsVGSrlJLnmFWHfORf7ue2u8vR1EdBN14aXHn52gd38LI%2fdQZPl%2ff8TR7MR5b8IoHEEyu77RKRlIN6VnatoeITZ6oNsL2bk7O%2bBMOwKY%3d&ev=1&action=click&impressionpid=b3a2552d-1281-4928-b0fc-0cf820ab8592&rn=1304768734&hmguid=9c3832ff-5070-4f86-9439-5edfb465f712&dest=https%3a%2f%2fwww.newegg.ca%2fProduct%2fProduct.aspx%3fItem%3d9SIA66K5TF4798%26nm_mc%3dHookLogic%26cm_sp%3dHookLogic-CA-_-Notebooks-_-DELL-_-9SIA66K5TF4798,https://images10.newegg.com/ProductImageCompressAll125/34-861-160-Z01.jpg
1416,"DELL Laptop XPS 13 XPS9360-7697SLV Intel Core i7 7th Gen 7560U (2.4 GHz) 16 GB Memory 512 GB PCIe SSD Intel Iris Plus Graphics 640 13.3\"" Touchscreen Windows 10 Home 64-Bit",none,2530.88,//beam.hlserve.com/beacon?fid=419&hl_qs=QTxB4k7c7s3jzO9YwOXPU1wjTuoqefsEWHt5GndI%2bN%2fVVgbEHkzDnt5VpF5AUNGUczBOleHvW8jCTHUUxmtCTDpTue2RD4ddmHG%2fmwCHX5JwIU1u6H%2fXuEk%2ffcJEv1f93w80udFpPJ9htfPtYB4MbYq7jz%2fJboYyZN6TPiIMQK0%2bMV5HRpZOT8lrZrd0PvUB4WvE7OOkEWtg%2b1WsbXaO8CEkYxgJBZIm3A2hRP1r%2b9dWnwMfQjTuqp4Zu9UDatQZRbiVBXWVRgs66PgOlsB2wBPFYrBW9AQj8qqBN9MkbGX53vpz6vGhXY8SrJ1Qycxz95%2fpe0%2by6L2D6GnaocC%2b5XKfu1%2biWGsnmkubYl2cA1MW7FjNrmPSHKZCGgpGoktVu9zmLwFuu208oLLZ9Y%2fq3WTtaSkiAlUqhnDLRAxpGEbiTLMB4z80yb28HjWFBdfcTXFMnnzU3v9n3D1OpaOHgsvhY0VyRphAOIyhEuPTwirJlUBlTI1r0GX00RzGzCO%2bULIPXlxMqyx9HPxVvzcaW2mhr2eGJJ0c3tI2mF49DKdzf4L0ceSjGPmYpkTsM8Sw8g5Yi6ctYbNvsQ9RD7UvwvPTMIiC3OH2iTe%2bgA4YYymioDPbKkzic9j6C9467LS3yb6Jz4ZJ23Y01eIrVuGhAS%2bC0zRz0m%2fsddubg54dOlel6uloJeifEduRr96LSfBBnqnHXrPm82%2fcDsFVBMu9QSUxFgbFzNg77a9TprmqmmZBYS%2fi8uLIuSf66XjlYtlMN3z%2b5ElZ8fWdmUdFNfcWAP7NmEbe38xdfsWDrhk0dNORL1zVNcBcwjbl%2foIfpHpnBQtX1qLmCxoraFEPNXUMrRsv2mKw6J6RT6GiDSHus3iZQjaZT%2bl5I0eRzqYLSpexCgzfR8ohjQYQzjwiJHX41Ml7BI2%2bXYNvZKQJRZmTNiTRj1SVOMLeaGpJ5SVvJZzZzHnwl995O8iFMJ88FUMf6SHvslNXjCNaSmHGXtMmwKhLD0%2fTiQ7fQdzWdCO5H%2fVMf1FVfa5nZPrVNqGiqJagiRW0RiNMgqPnb8tysxwPwnjQezwne6AwCw6qKXPL8KVpAXUnw6yoQR%2bMTzqBEwrXMu6F0nSxg4%2bDa4I1o3D2p9Jap2U%2fDU5FWkFnh0fV9GBZieDz7bdGRcgAa7fenyFEaR1QIwNRII9bS%2f5CbQxp1MzY5s9KRxPjExBfdTL0UzMb&ev=1&action=click&impressionpid=2cd5814f-d353-47db-801d-fd60bbc69541&rn=983966813&hmguid=9c3832ff-5070-4f86-9439-5edfb465f712&dest=https%3a%2f%2fwww.newegg.ca%2fProduct%2fProduct.aspx%3fItem%3d9SIA66K5RT8318%26nm_mc%3dHookLogic%26cm_sp%3dHookLogic-CA-_-Notebooks-_-DELL-_-9SIA66K5RT8318,https://images10.newegg.com/ProductImageCompressAll125/34-861-158-Z01.jpg
